date,sentiment,Adj Close,Week_Number,month,year
2019-09-03,-1,45.00199890136719,36,9,2019
2019-09-04,11,44.13600158691406,36,9,2019
2019-09-05,5,45.91600036621094,36,9,2019
2019-09-06,6,45.4900016784668,36,9,2019
2019-09-09,3,46.358001708984375,37,9,2019
2019-09-10,5,47.108001708984375,37,9,2019
2019-09-11,0,49.41999816894531,37,9,2019
2019-09-12,0,49.17399978637695,37,9,2019
2019-09-13,3,49.040000915527344,37,9,2019
2019-09-16,3,48.5620002746582,38,9,2019
2019-09-17,-1,48.95800018310547,38,9,2019
2019-09-18,2,48.698001861572266,38,9,2019
2019-09-19,3,49.31999969482422,38,9,2019
2019-09-20,0,48.124000549316406,38,9,2019
2019-09-23,-1,48.24599838256836,39,9,2019
2019-09-24,1,44.641998291015625,39,9,2019
2019-09-25,4,45.7400016784668,39,9,2019
2019-09-26,-3,48.512001037597656,39,9,2019
2019-09-27,-1,48.42599868774414,39,9,2019
2019-09-30,0,48.17399978637695,40,9,2019
2019-10-01,5,48.9379997253418,40,10,2019
2019-10-02,3,48.625999450683594,40,10,2019
2019-10-03,0,46.60599899291992,40,10,2019
2019-10-04,1,46.2859992980957,40,10,2019
2019-10-07,1,47.54399871826172,41,10,2019
2019-10-08,4,48.0099983215332,41,10,2019
2019-10-09,-3,48.90599822998047,41,10,2019
2019-10-10,1,48.948001861572266,41,10,2019
2019-10-11,-3,49.577999114990234,41,10,2019
2019-10-14,1,51.391998291015625,42,10,2019
2019-10-15,-3,51.577999114990234,42,10,2019
2019-10-16,1,51.95000076293945,42,10,2019
2019-10-17,2,52.39400100708008,42,10,2019
2019-10-18,2,51.38999938964844,42,10,2019
2019-10-21,6,50.70000076293945,43,10,2019
2019-10-22,1,51.11600112915039,43,10,2019
2019-10-23,-2,50.93600082397461,43,10,2019
2019-10-24,3,59.93600082397461,43,10,2019
2019-10-25,1,65.6259994506836,43,10,2019
2019-10-28,2,65.54199981689453,44,10,2019
2019-10-29,2,63.24399948120117,44,10,2019
2019-10-30,0,63.00199890136719,44,10,2019
2019-10-31,2,62.98400115966797,44,10,2019
2019-11-01,1,62.6619987487793,44,11,2019
2019-11-04,1,63.49399948120117,45,11,2019
2019-11-05,0,63.444000244140625,45,11,2019
2019-11-06,0,65.31600189208984,45,11,2019
2019-11-07,1,67.10800170898438,45,11,2019
2019-11-08,1,67.4280014038086,45,11,2019
2019-11-11,2,69.01799774169922,46,11,2019
2019-11-12,4,69.98600006103516,46,11,2019
2019-11-13,3,69.22200012207031,46,11,2019
2019-11-14,5,69.87000274658203,46,11,2019
2019-11-15,1,70.43399810791016,46,11,2019
2019-11-18,2,69.99800109863281,47,11,2019
2019-11-19,0,71.90399932861328,47,11,2019
2019-11-20,0,70.44400024414062,47,11,2019
2019-11-21,0,70.96600341796875,47,11,2019
2019-11-22,-4,66.60800170898438,47,11,2019
2019-11-25,-1,67.26799774169922,48,11,2019
2019-11-26,1,65.78399658203125,48,11,2019
2019-11-27,-1,66.25800323486328,48,11,2019
2019-11-29,1,65.98799896240234,48,11,2019
2019-12-02,0,66.9739990234375,49,12,2019
2019-12-03,1,67.23999786376953,49,12,2019
2019-12-04,1,66.60600280761719,49,12,2019
2019-12-05,0,66.0739974975586,49,12,2019
2019-12-06,2,67.1780014038086,49,12,2019
2019-12-09,1,67.90599822998047,50,12,2019
2019-12-10,0,69.76799774169922,50,12,2019
2019-12-11,0,70.54000091552734,50,12,2019
2019-12-12,2,71.93599700927734,50,12,2019
2019-12-13,1,71.6780014038086,50,12,2019
2019-12-16,0,76.30000305175781,51,12,2019
2019-12-17,-1,75.7979965209961,51,12,2019
2019-12-18,2,78.62999725341797,51,12,2019
2019-12-19,3,80.80799865722656,51,12,2019
2019-12-20,4,81.11799621582031,51,12,2019
2019-12-23,2,83.84400177001953,52,12,2019
2019-12-24,-1,85.05000305175781,52,12,2019
2019-12-26,-3,86.18800354003906,52,12,2019
2019-12-27,3,86.07599639892578,52,12,2019
2019-12-30,1,82.94000244140625,1,12,2019
2019-12-31,1,83.66600036621094,1,12,2019
2020-01-02,0,86.052001953125,1,1,2020
2020-01-03,2,88.60199737548828,1,1,2020
2020-01-06,1,90.30799865722656,2,1,2020
2020-01-07,10,93.81199645996094,2,1,2020
2020-01-08,3,98.4280014038086,2,1,2020
2020-01-09,0,96.26799774169922,2,1,2020
2020-01-10,0,95.62999725341797,2,1,2020
2020-01-13,-2,104.97200012207031,3,1,2020
2020-01-14,1,107.58399963378906,3,1,2020
2020-01-15,2,103.69999694824219,3,1,2020
2020-01-16,0,102.697998046875,3,1,2020
2020-01-17,1,102.0999984741211,3,1,2020
2020-01-21,3,109.44000244140625,4,1,2020
2020-01-22,4,113.91200256347656,4,1,2020
2020-01-23,1,114.44000244140625,4,1,2020
2020-01-24,1,112.96399688720703,4,1,2020
2020-01-27,5,111.60399627685547,5,1,2020
2020-01-28,2,113.37999725341797,5,1,2020
2020-01-29,2,116.197998046875,5,1,2020
2020-01-30,2,128.16200256347656,5,1,2020
2020-01-31,1,130.11399841308594,5,1,2020
2020-02-03,0,156.0,6,2,2020
2020-02-04,3,177.41200256347656,6,2,2020
2020-02-05,1,146.94000244140625,6,2,2020
2020-02-06,1,149.79200744628906,6,2,2020
2020-02-07,-1,149.61399841308594,6,2,2020
2020-02-10,-1,154.25599670410156,7,2,2020
2020-02-11,2,154.87600708007812,7,2,2020
2020-02-12,-1,153.45799255371094,7,2,2020
2020-02-13,1,160.8000030517578,7,2,2020
2020-02-14,3,160.00599670410156,7,2,2020
2020-02-18,-2,171.67999267578125,8,2,2020
2020-02-19,6,183.48399353027344,8,2,2020
2020-02-20,1,179.8820037841797,8,2,2020
2020-02-21,1,180.1999969482422,8,2,2020
2020-02-24,0,166.75799560546875,9,2,2020
2020-02-25,1,159.98199462890625,9,2,2020
2020-02-26,2,155.75999450683594,9,2,2020
2020-02-27,0,135.8000030517578,9,2,2020
2020-02-28,2,133.59800720214844,9,2,2020
2020-03-02,3,148.7239990234375,10,3,2020
2020-03-03,1,149.1020050048828,10,3,2020
2020-03-04,2,149.89999389648438,10,3,2020
2020-03-05,2,144.9080047607422,10,3,2020
2020-03-06,2,140.6959991455078,10,3,2020
2020-03-09,3,121.5999984741211,11,3,2020
2020-03-10,2,129.0659942626953,11,3,2020
2020-03-11,1,126.84600067138672,11,3,2020
2020-03-12,4,112.11000061035156,11,3,2020
2020-03-13,3,109.3239974975586,11,3,2020
2020-03-16,1,89.01399993896484,12,3,2020
2020-03-17,1,86.04000091552734,12,3,2020
2020-03-18,-1,72.24400329589844,12,3,2020
2020-03-20,1,85.50599670410156,12,3,2020
2020-03-23,1,86.85800170898438,13,3,2020
2020-03-24,3,101.0,13,3,2020
2020-03-25,1,107.8499984741211,13,3,2020
2020-03-26,0,105.63200378417969,13,3,2020
2020-03-30,0,100.4260025024414,14,3,2020
2020-03-31,-1,104.80000305175781,14,3,2020
2020-04-01,1,96.31199645996094,14,4,2020
2020-04-02,-1,90.89399719238281,14,4,2020
2020-04-06,1,103.24800109863281,15,4,2020
2020-04-08,2,109.76799774169922,15,4,2020
2020-04-09,2,114.5999984741211,15,4,2020
2020-04-13,0,130.19000244140625,16,4,2020
2020-04-14,3,141.97799682617188,16,4,2020
2020-04-15,1,145.96600341796875,16,4,2020
2020-04-16,1,149.04200744628906,16,4,2020
2020-04-17,2,150.7779998779297,16,4,2020
2020-04-20,-2,149.27200317382812,17,4,2020
2020-04-21,-1,137.343994140625,17,4,2020
2020-04-22,2,146.4219970703125,17,4,2020
2020-04-24,3,145.02999877929688,17,4,2020
2020-04-27,4,159.75,18,4,2020
2020-04-28,0,153.82400512695312,18,4,2020
2020-04-29,0,160.1020050048828,18,4,2020
2020-04-30,-1,156.37600708007812,18,4,2020
2020-05-01,-1,140.26400756835938,18,5,2020
2020-05-04,0,152.23800659179688,19,5,2020
2020-05-05,5,153.64199829101562,19,5,2020
2020-05-06,-1,156.51600646972656,19,5,2020
2020-05-07,-1,156.00799560546875,19,5,2020
2020-05-08,-1,163.88400268554688,19,5,2020
2020-05-11,0,162.25799560546875,20,5,2020
2020-05-12,-2,161.8820037841797,20,5,2020
2020-05-13,-1,158.19200134277344,20,5,2020
2020-05-14,8,160.66600036621094,20,5,2020
2020-05-15,4,159.83399963378906,20,5,2020
2020-05-18,1,162.7259979248047,21,5,2020
2020-05-19,1,161.6020050048828,21,5,2020
2020-05-20,1,163.11199951171875,21,5,2020
2020-05-21,2,165.52000427246094,21,5,2020
2020-05-22,2,163.37600708007812,21,5,2020
2020-05-26,2,163.7740020751953,22,5,2020
2020-05-27,-1,164.04600524902344,22,5,2020
2020-05-28,2,161.16200256347656,22,5,2020
2020-05-29,1,167.0,22,5,2020
2020-06-01,1,179.6199951171875,23,6,2020
2020-06-02,1,176.31199645996094,23,6,2020
2020-06-03,0,176.5919952392578,23,6,2020
2020-06-04,0,172.87600708007812,23,6,2020
2020-06-05,0,177.1320037841797,23,6,2020
2020-06-08,7,189.98399353027344,24,6,2020
2020-06-09,3,188.13400268554688,24,6,2020
2020-06-10,1,205.00999450683594,24,6,2020
2020-06-11,2,194.5679931640625,24,6,2020
2020-06-12,1,187.05599975585938,24,6,2020
2020-06-15,2,198.17999267578125,25,6,2020
2020-06-16,1,196.42599487304688,25,6,2020
2020-06-18,3,200.79200744628906,25,6,2020
2020-06-19,2,200.17999267578125,25,6,2020
2020-06-22,-2,198.86399841308594,26,6,2020
2020-06-23,1,200.3560028076172,26,6,2020
2020-06-24,1,192.1699981689453,26,6,2020
2020-06-25,1,197.1959991455078,26,6,2020
2020-06-26,1,191.947998046875,26,6,2020
2020-06-29,0,201.8699951171875,27,6,2020
2020-06-30,-1,215.96200561523438,27,6,2020
2020-07-01,0,223.92599487304688,27,7,2020
2020-07-02,5,241.73199462890625,27,7,2020
2020-07-06,0,274.3160095214844,28,7,2020
2020-07-07,0,277.97198486328125,28,7,2020
2020-07-08,2,273.1759948730469,28,7,2020
2020-07-09,0,278.8559875488281,28,7,2020
2020-07-10,2,308.92999267578125,28,7,2020
2020-07-13,0,299.4119873046875,29,7,2020
2020-07-14,4,303.3599853515625,29,7,2020
2020-07-15,1,309.2019958496094,29,7,2020
2020-07-16,-2,300.12799072265625,29,7,2020
2020-07-17,2,300.1679992675781,29,7,2020
2020-07-20,0,328.6000061035156,30,7,2020
2020-07-21,3,313.6719970703125,30,7,2020
2020-07-22,-1,318.46600341796875,30,7,2020
2020-07-23,0,302.614013671875,30,7,2020
2020-07-24,-1,283.3999938964844,30,7,2020
2020-07-27,3,307.9200134277344,31,7,2020
2020-07-28,-1,295.2980041503906,31,7,2020
2020-07-29,1,299.8219909667969,31,7,2020
2020-07-31,1,286.1520080566406,31,7,2020
2020-08-03,0,297.0,32,8,2020
2020-08-04,3,297.3999938964844,32,8,2020
2020-08-05,0,297.0039978027344,32,8,2020
2020-08-06,2,297.9159851074219,32,8,2020
2020-08-07,1,290.5419921875,32,8,2020
2020-08-10,-2,283.7139892578125,33,8,2020
2020-08-11,1,274.87799072265625,33,8,2020
2020-08-12,4,310.9519958496094,33,8,2020
2020-08-13,0,324.20001220703125,33,8,2020
2020-08-14,4,330.1419982910156,33,8,2020
2020-08-17,2,367.12799072265625,34,8,2020
2020-08-18,0,377.4179992675781,34,8,2020
2020-08-19,2,375.70599365234375,34,8,2020
2020-08-21,2,409.9960021972656,34,8,2020
2020-08-24,-1,402.8399963378906,35,8,2020
2020-08-25,-1,404.6679992675781,35,8,2020
2020-08-26,2,430.6340026855469,35,8,2020
2020-08-27,3,447.75,35,8,2020
2020-08-28,0,442.67999267578125,35,8,2020
2020-08-31,-2,498.32000732421875,36,8,2020
2020-09-01,1,475.04998779296875,36,9,2020
2020-09-02,2,447.3699951171875,36,9,2020
2020-09-03,1,407.0,36,9,2020
2020-09-04,1,418.32000732421875,36,9,2020
2020-09-08,1,330.2099914550781,37,9,2020
2020-09-09,6,366.2799987792969,37,9,2020
2020-09-10,3,371.3399963378906,37,9,2020
2020-09-11,1,372.7200012207031,37,9,2020
2020-09-14,3,419.6199951171875,38,9,2020
2020-09-15,1,449.760009765625,38,9,2020
2020-09-16,1,441.760009765625,38,9,2020
2020-09-17,5,423.42999267578125,38,9,2020
2020-09-18,0,442.1499938964844,38,9,2020
2020-09-21,3,449.3900146484375,39,9,2020
2020-09-22,7,424.2300109863281,39,9,2020
2020-09-23,7,380.3599853515625,39,9,2020
2020-09-24,2,387.7900085449219,39,9,2020
2020-09-25,1,407.3399963378906,39,9,2020
2020-09-28,4,421.20001220703125,40,9,2020
2020-09-29,-1,419.07000732421875,40,9,2020
2020-09-30,-1,429.010009765625,40,9,2020
2020-10-01,2,448.1600036621094,40,10,2020
2020-10-02,3,415.0899963378906,40,10,2020
2020-10-05,3,425.67999267578125,41,10,2020
2020-10-06,2,413.9800109863281,41,10,2020
2020-10-07,1,425.29998779296875,41,10,2020
2020-10-08,0,425.9200134277344,41,10,2020
2020-10-09,3,434.0,41,10,2020
2020-10-12,0,442.29998779296875,42,10,2020
2020-10-13,-1,446.6499938964844,42,10,2020
2020-10-14,1,461.29998779296875,42,10,2020
2020-10-15,0,448.8800048828125,42,10,2020
2020-10-16,0,439.6700134277344,42,10,2020
2020-10-19,0,430.8299865722656,43,10,2020
2020-10-20,2,421.94000244140625,43,10,2020
2020-10-21,3,422.6400146484375,43,10,2020
2020-10-22,1,425.7900085449219,43,10,2020
2020-10-23,3,420.6300048828125,43,10,2020
2020-10-26,3,420.2799987792969,44,10,2020
2020-10-27,4,424.67999267578125,44,10,2020
2020-10-28,2,406.0199890136719,44,10,2020
2020-10-29,0,410.8299865722656,44,10,2020
2020-10-30,1,388.0400085449219,44,10,2020
2020-11-02,0,400.510009765625,45,11,2020
2020-11-03,0,423.8999938964844,45,11,2020
2020-11-04,0,420.9800109863281,45,11,2020
2020-11-05,-1,438.0899963378906,45,11,2020
2020-11-06,2,429.95001220703125,45,11,2020
2020-11-09,1,421.260009765625,46,11,2020
2020-11-10,1,410.3599853515625,46,11,2020
2020-11-11,-3,417.1300048828125,46,11,2020
2020-11-12,2,411.760009765625,46,11,2020
2020-11-13,-1,408.5,46,11,2020
2020-11-16,2,408.0899963378906,47,11,2020
2020-11-17,6,441.6099853515625,47,11,2020
2020-11-18,0,486.6400146484375,47,11,2020
2020-11-19,-1,499.2699890136719,47,11,2020
2020-11-20,0,489.6099853515625,47,11,2020
2020-11-23,1,521.8499755859375,48,11,2020
2020-11-24,0,555.3800048828125,48,11,2020
2020-11-25,1,574.0,48,11,2020
2020-11-27,-1,585.760009765625,48,11,2020
2020-11-30,-1,567.5999755859375,49,11,2020
2020-12-01,3,584.760009765625,49,12,2020
2020-12-02,2,568.8200073242188,49,12,2020
2020-12-03,1,593.3800048828125,49,12,2020
2020-12-04,1,599.0399780273438,49,12,2020
2020-12-07,1,641.760009765625,50,12,2020
2020-12-08,1,649.8800048828125,50,12,2020
2020-12-09,-1,604.47998046875,50,12,2020
2020-12-10,-1,627.0700073242188,50,12,2020
2020-12-11,1,609.989990234375,50,12,2020
2020-12-14,1,639.8300170898438,51,12,2020
2020-12-15,1,633.25,51,12,2020
2020-12-16,3,622.77001953125,51,12,2020
2020-12-17,-1,655.9000244140625,51,12,2020
2020-12-18,3,695.0,51,12,2020
2020-12-21,0,649.8599853515625,52,12,2020
2020-12-22,5,640.3400268554688,52,12,2020
2020-12-23,0,645.97998046875,52,12,2020
2020-12-24,0,661.77001953125,52,12,2020
2020-12-28,2,663.6900024414062,53,12,2020
2020-12-29,-3,665.989990234375,53,12,2020
2020-12-30,-2,694.780029296875,53,12,2020
2021-01-04,4,729.77001953125,1,1,2021
2021-01-05,12,735.1099853515625,1,1,2021
2021-01-06,5,755.97998046875,1,1,2021
2021-01-07,-2,816.0399780273438,1,1,2021
2021-01-08,5,880.02001953125,1,1,2021
2021-01-11,4,811.1900024414062,2,1,2021
2021-01-12,6,849.4400024414062,2,1,2021
2021-01-13,7,854.4099731445312,2,1,2021
2021-01-14,2,845.0,2,1,2021
2021-01-15,3,826.1599731445312,2,1,2021
2021-01-19,1,844.5499877929688,3,1,2021
2021-01-20,6,850.4500122070312,3,1,2021
2021-01-21,3,844.989990234375,3,1,2021
2021-01-22,1,846.6400146484375,3,1,2021
2021-01-25,1,880.7999877929688,4,1,2021
2021-01-26,0,883.0900268554688,4,1,2021
2021-01-27,-7,864.1599731445312,4,1,2021
2021-01-28,-2,835.4299926757812,4,1,2021
2021-01-29,0,793.530029296875,4,1,2021
2021-02-01,-2,839.8099975585938,5,2,2021
2021-02-02,1,872.7899780273438,5,2,2021
2021-02-03,-1,854.6900024414062,5,2,2021
2021-02-04,2,849.989990234375,5,2,2021
2021-02-05,5,852.22998046875,5,2,2021
2021-02-08,1,863.4199829101562,6,2,2021
2021-02-09,2,849.4600219726562,6,2,2021
2021-02-10,1,804.8200073242188,6,2,2021
2021-02-11,0,811.6599731445312,6,2,2021
2021-02-12,3,816.1199951171875,6,2,2021
2021-02-16,-3,796.219970703125,7,2,2021
2021-02-17,1,798.1500244140625,7,2,2021
2021-02-18,1,787.3800048828125,7,2,2021
2021-02-19,1,781.2999877929688,7,2,2021
2021-02-22,3,714.5,8,2,2021
2021-02-23,4,698.8400268554688,8,2,2021
2021-02-24,4,742.02001953125,8,2,2021
2021-02-25,9,682.219970703125,8,2,2021
2021-02-26,1,675.5,8,2,2021
2021-03-01,0,718.4299926757812,9,3,2021
2021-03-02,0,686.4400024414062,9,3,2021
2021-03-03,4,653.2000122070312,9,3,2021
2021-03-04,4,621.4400024414062,9,3,2021
2021-03-05,2,597.9500122070312,9,3,2021
2021-03-08,3,563.0,10,3,2021
2021-03-09,2,673.5800170898438,10,3,2021
2021-03-11,3,699.5999755859375,10,3,2021
2021-03-12,-1,693.72998046875,10,3,2021
2021-03-15,0,707.9400024414062,11,3,2021
2021-03-16,5,676.8800048828125,11,3,2021
2021-03-17,2,701.8099975585938,11,3,2021
2021-03-18,0,653.1599731445312,11,3,2021
2021-03-19,2,654.8699951171875,11,3,2021
2021-03-22,2,670.0,12,3,2021
2021-03-23,2,662.1599731445312,12,3,2021
2021-03-24,-6,630.27001953125,12,3,2021
2021-03-25,-4,640.3900146484375,12,3,2021
2021-03-26,-1,618.7100219726562,12,3,2021
2021-03-29,2,611.2899780273438,13,3,2021
2021-03-30,2,635.6199951171875,13,3,2021
2021-03-31,2,667.9299926757812,13,3,2021
2021-04-01,2,661.75,13,4,2021
2021-04-05,1,691.0499877929688,14,4,2021
2021-04-06,-1,691.6199951171875,14,4,2021
2021-04-07,-6,670.969970703125,14,4,2021
2021-04-08,0,683.7999877929688,14,4,2021
2021-04-09,3,677.02001953125,14,4,2021
2021-04-12,6,701.97998046875,15,4,2021
2021-04-13,0,762.3200073242188,15,4,2021
2021-04-14,2,732.22998046875,15,4,2021
2021-04-15,2,738.8499755859375,15,4,2021
2021-04-16,3,739.780029296875,15,4,2021
2021-04-19,3,714.6300048828125,16,4,2021
2021-04-20,2,718.989990234375,16,4,2021
2021-04-21,3,744.1199951171875,16,4,2021
2021-04-22,0,719.6900024414062,16,4,2021
2021-04-23,1,729.4000244140625,16,4,2021
2021-04-26,-4,738.2000122070312,17,4,2021
2021-04-27,2,704.739990234375,17,4,2021
2021-04-28,4,694.4000244140625,17,4,2021
2021-04-29,-3,677.0,17,4,2021
2021-04-30,5,709.4400024414062,17,4,2021
2021-05-03,1,684.9000244140625,18,5,2021
2021-05-04,-1,673.5999755859375,18,5,2021
2021-05-05,-1,670.9400024414062,18,5,2021
2021-05-06,2,663.5399780273438,18,5,2021
2021-05-07,-2,672.3699951171875,18,5,2021
2021-05-10,2,629.0399780273438,19,5,2021
2021-05-11,-2,617.2000122070312,19,5,2021
2021-05-12,-2,589.8900146484375,19,5,2021
2021-05-13,-2,571.6900024414062,19,5,2021
2021-05-14,1,589.739990234375,19,5,2021
2021-05-17,-3,576.8300170898438,20,5,2021
2021-05-18,4,577.8699951171875,20,5,2021
2021-05-19,-7,563.4600219726562,20,5,2021
2021-05-20,-1,586.780029296875,20,5,2021
2021-05-21,3,580.8800048828125,20,5,2021
2021-05-24,2,606.4400024414062,21,5,2021
2021-05-25,0,604.6900024414062,21,5,2021
2021-05-26,1,619.1300048828125,21,5,2021
2021-05-27,0,630.8499755859375,21,5,2021
2021-05-28,0,625.219970703125,21,5,2021
2021-06-01,4,623.9000244140625,22,6,2021
2021-06-02,5,605.1199951171875,22,6,2021
2021-06-03,3,572.8400268554688,22,6,2021
2021-06-04,1,599.0499877929688,22,6,2021
2021-06-07,2,605.1300048828125,23,6,2021
2021-06-08,0,603.5900268554688,23,6,2021
2021-06-09,-1,598.780029296875,23,6,2021
2021-06-10,1,610.1199951171875,23,6,2021
2021-06-11,3,609.8900146484375,23,6,2021
2021-06-14,1,617.6900024414062,24,6,2021
2021-06-15,1,599.3599853515625,24,6,2021
2021-06-16,0,604.8699951171875,24,6,2021
